iteration,set,subset,amount
i=19; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotR6,0
i=19; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotBi,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,W1,W1notA,12
i=20; date: Do 25. Jan 19:55:44 CET 2024,W1,AnotBi:lost,56398
i=20; date: Do 25. Jan 19:55:44 CET 2024,W2,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,W2,inBis:grounds,92462
i=20; date: Do 25. Jan 19:55:44 CET 2024,W1,W1notW3,12
i=20; date: Do 25. Jan 19:55:44 CET 2024,W3,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,W3,inBis:grounds,92462
i=20; date: Do 25. Jan 19:55:44 CET 2024,W4,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,W4,inBis:grounds,92462
i=20; date: Do 25. Jan 19:55:44 CET 2024,W5,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,W5,inBis:grounds,92462
i=20; date: Do 25. Jan 19:55:44 CET 2024,W6,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,W6,inBis:grounds,86714
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotGrounds,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,inBis:grounds,86714
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotR2,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotR3,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotR4,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotR5,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotR6,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R1,CnotBi,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotGrounds,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,inBis:grounds,86714
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotR2,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotR3,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotR4,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotR5,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotR6,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R2,CnotBi,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,AnotBi:lost,7538
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotGrounds,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,inBis:grounds,77461
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotR2,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotR3,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotR4,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotR5,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotR6,0
i=20; date: Do 25. Jan 19:55:44 CET 2024,R3,CnotBi,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43640
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98321
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98321
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98321
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98218
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98161
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,98120
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,97397
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99999
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,85597
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=2; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43650
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98286
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,10
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98286
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98286
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98286
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98286
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,98117
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,97361
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99999
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,92568
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=3; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43664
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98340
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98340
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98340
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98340
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98340
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,97823
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,96941
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99998
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,90867
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=4; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43699
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98333
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98333
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98333
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98333
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98333
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,97994
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,97018
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99999
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,95079
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=5; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43659
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98322
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,10
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98322
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98322
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98322
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98322
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,86932
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,86019
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99998
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,85000
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=6; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43710
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98308
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,10
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98308
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98308
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98308
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98308
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,98297
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,97344
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99998
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,86899
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=7; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43619
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98309
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,11
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98309
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98309
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,98309
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,98309
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,98303
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotGrounds,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,inBis:grounds,97525
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR2,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR3,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR4,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR5,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotR6,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R2,CnotBi,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,AnotBi:lost,99999
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotGrounds,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,inBis:grounds,93700
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR2,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR3,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR4,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR5,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotR6,0
i=8; date: Mo 29. Jan 15:38:38 CET 2024,R3,CnotBi,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notA,43668
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W1,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W2,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W2,inBis:grounds,98335
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W1,W1notW3,11
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W3,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W3,inBis:grounds,98335
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W4,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W4,inBis:grounds,98335
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W5,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W5,inBis:grounds,63600
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W6,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,W6,inBis:grounds,63594
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,AnotBi:lost,99999
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotGrounds,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,inBis:grounds,63476
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR2,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR3,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR4,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR5,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotR6,0
i=9; date: Mo 29. Jan 15:38:38 CET 2024,R1,CnotBi,0
