iteration,set,subset,amount
i=16; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR2,0
i=16; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR3,0
i=16; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR4,0
i=16; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR5,0
i=16; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR6,0
i=16; date: So 28. Jan 17:18:10 CET 2024,R3,CnotBi,0
i=17; date: So 28. Jan 17:18:10 CET 2024,W1,W1notA,0
i=17; date: So 28. Jan 17:18:10 CET 2024,W1,AnotBi:lost,56350
i=17; date: So 28. Jan 17:18:10 CET 2024,W2,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,W2,inBis:grounds,98332
i=17; date: So 28. Jan 17:18:10 CET 2024,W1,W1notW3,0
i=17; date: So 28. Jan 17:18:10 CET 2024,W3,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,W3,inBis:grounds,98332
i=17; date: So 28. Jan 17:18:10 CET 2024,W4,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,W4,inBis:grounds,98332
i=17; date: So 28. Jan 17:18:10 CET 2024,W5,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,W5,inBis:grounds,98332
i=17; date: So 28. Jan 17:18:10 CET 2024,W6,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,W6,inBis:grounds,98332
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotGrounds,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,inBis:grounds,98254
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR2,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR3,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR4,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR5,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR6,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R1,CnotBi,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotGrounds,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,inBis:grounds,97472
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR2,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR3,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR4,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR5,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR6,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R2,CnotBi,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,AnotBi:lost,1668
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotGrounds,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,inBis:grounds,92948
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR2,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR3,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR4,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR5,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR6,0
i=17; date: So 28. Jan 17:18:10 CET 2024,R3,CnotBi,0
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,W1notA,0
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,AnotBi:lost,56327
i=18; date: So 28. Jan 17:18:10 CET 2024,W2,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,W2,inBis:grounds,98333
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,W1notW3,0
i=18; date: So 28. Jan 17:18:10 CET 2024,W3,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,W3,inBis:grounds,98333
i=18; date: So 28. Jan 17:18:10 CET 2024,W4,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,W4,inBis:grounds,98333
i=18; date: So 28. Jan 17:18:10 CET 2024,W5,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,W5,inBis:grounds,98333
i=18; date: So 28. Jan 17:18:10 CET 2024,W6,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,W6,inBis:grounds,98333
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotGrounds,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,inBis:grounds,98061
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR2,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR3,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR4,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR5,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR6,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R1,CnotBi,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotGrounds,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,inBis:grounds,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR2,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR3,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR4,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR5,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR6,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R2,CnotBi,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,AnotBi:lost,1667
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotGrounds,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,inBis:grounds,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR2,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR3,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR4,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR5,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR6,0
i=18; date: So 28. Jan 17:18:10 CET 2024,R3,CnotBi,0
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,W1notA,11
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,AnotBi:lost,56287
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,inBis:grounds,98348
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,W1notW3,10
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,inBis:grounds,98348
i=19; date: So 28. Jan 17:18:10 CET 2024,W4,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,W4,inBis:grounds,98296
i=19; date: So 28. Jan 17:18:10 CET 2024,W5,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,W5,inBis:grounds,98288
i=19; date: So 28. Jan 17:18:10 CET 2024,W6,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,W6,inBis:grounds,98288
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotGrounds,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,inBis:grounds,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR2,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR3,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR4,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR5,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR6,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R1,CnotBi,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotGrounds,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,inBis:grounds,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR2,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR3,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR4,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR5,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR6,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R2,CnotBi,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,AnotBi:lost,1652
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotGrounds,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,inBis:grounds,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR2,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR3,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR4,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR5,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR6,0
i=19; date: So 28. Jan 17:18:10 CET 2024,R3,CnotBi,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,W1notA,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,AnotBi:lost,56378
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,inBis:grounds,98311
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,W1notW3,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,inBis:grounds,98311
i=20; date: So 28. Jan 17:18:10 CET 2024,W4,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,W4,inBis:grounds,98311
i=20; date: So 28. Jan 17:18:10 CET 2024,W5,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,W5,inBis:grounds,98311
i=20; date: So 28. Jan 17:18:10 CET 2024,W6,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,W6,inBis:grounds,98311
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotGrounds,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,inBis:grounds,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR2,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR3,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR4,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR5,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotR6,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R1,CnotBi,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotGrounds,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,inBis:grounds,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR2,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR3,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR4,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR5,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotR6,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R2,CnotBi,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,AnotBi:lost,1689
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotGrounds,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,inBis:grounds,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR2,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR3,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR4,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR5,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotR6,0
i=20; date: So 28. Jan 17:18:10 CET 2024,R3,CnotBi,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notA,11
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,AnotBi:lost,56377
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,inBis:grounds,98338
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notW3,11
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,inBis:grounds,98338
i=2; date: Di 30. Jan 17:31:50 CET 2024,W4,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,W4,inBis:grounds,98338
i=2; date: Di 30. Jan 17:31:50 CET 2024,W5,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,W5,inBis:grounds,98338
i=2; date: Di 30. Jan 17:31:50 CET 2024,W6,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,W6,inBis:grounds,98338
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotGrounds,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,inBis:grounds,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR2,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR3,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR4,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR5,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR6,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotBi,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotGrounds,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,inBis:grounds,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR2,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR3,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR4,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR5,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR6,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotBi,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,AnotBi:lost,1662
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotGrounds,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,inBis:grounds,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR2,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR3,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR4,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR5,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR6,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotBi,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notA,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,AnotBi:lost,56343
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,inBis:grounds,98344
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notW3,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,inBis:grounds,98344
i=3; date: Di 30. Jan 17:31:50 CET 2024,W4,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,W4,inBis:grounds,98344
i=3; date: Di 30. Jan 17:31:50 CET 2024,W5,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,W5,inBis:grounds,98344
i=3; date: Di 30. Jan 17:31:50 CET 2024,W6,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,W6,inBis:grounds,98344
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotGrounds,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,inBis:grounds,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR2,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR3,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR4,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR5,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR6,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotBi,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotGrounds,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,inBis:grounds,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR2,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR3,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR4,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR5,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR6,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotBi,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,AnotBi:lost,1656
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotGrounds,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,inBis:grounds,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR2,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR3,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR4,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR5,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR6,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotBi,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notA,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,AnotBi:lost,56365
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,inBis:grounds,98309
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notW3,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,inBis:grounds,98309
i=4; date: Di 30. Jan 17:31:50 CET 2024,W4,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,W4,inBis:grounds,98309
i=4; date: Di 30. Jan 17:31:50 CET 2024,W5,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,W5,inBis:grounds,98309
i=4; date: Di 30. Jan 17:31:50 CET 2024,W6,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,W6,inBis:grounds,98309
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotGrounds,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,inBis:grounds,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR2,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR3,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR4,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR5,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR6,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotBi,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotGrounds,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,inBis:grounds,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR2,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR3,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR4,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR5,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR6,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotBi,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,AnotBi:lost,1691
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotGrounds,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,inBis:grounds,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR2,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR3,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR4,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR5,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR6,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotBi,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notA,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,AnotBi:lost,56379
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,inBis:grounds,98313
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notW3,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,inBis:grounds,98313
i=5; date: Di 30. Jan 17:31:50 CET 2024,W4,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,W4,inBis:grounds,98313
i=5; date: Di 30. Jan 17:31:50 CET 2024,W5,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,W5,inBis:grounds,98313
i=5; date: Di 30. Jan 17:31:50 CET 2024,W6,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,W6,inBis:grounds,98313
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotGrounds,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,inBis:grounds,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR2,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR3,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR4,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR5,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR6,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotBi,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotGrounds,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,inBis:grounds,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR2,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR3,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR4,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR5,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR6,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotBi,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,AnotBi:lost,1687
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotGrounds,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,inBis:grounds,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR2,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR3,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR4,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR5,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotR6,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,R3,CnotBi,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notA,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,AnotBi:lost,56362
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,inBis:grounds,98310
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,W1notW3,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,inBis:grounds,98310
i=6; date: Di 30. Jan 17:31:50 CET 2024,W4,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,W4,inBis:grounds,98310
i=6; date: Di 30. Jan 17:31:50 CET 2024,W5,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,W5,inBis:grounds,98247
i=6; date: Di 30. Jan 17:31:50 CET 2024,W6,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,W6,inBis:grounds,98203
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotGrounds,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,inBis:grounds,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR2,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR3,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR4,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR5,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotR6,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R1,CnotBi,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,AnotBi:lost,1690
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotGrounds,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,inBis:grounds,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR2,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR3,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR4,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR5,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotR6,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,R2,CnotBi,0
